Station ID,Functional Class,Lat/Long,Year,AADT,Statistics type,Single-Unit Truck AADT,Combo-Unit Truck AADT,% Peak SU Trucks,% Peak CU Trucks,K-Factor,D-Factor,Future AADT,Station Type
"293-0237",4U : Urban Minor Arterial,"32.895486, -84.323512",2019,2440,Estimated,,,,,,,3080,Short Term
"293-0239",4U : Urban Minor Arterial,"32.900705, -84.322247",2019,3850,Actual,,,,,0.0964,0.5,4850,Short Term
"293-0241",4R : Rural Minor Arterial,"32.905118, -84.321830",2019,2050,Estimated,,,,,0.0972,0.55,2580,Short Term
"293-0242",4U : Urban Minor Arterial,"32.903500, -84.322070",2019,3930,Estimated,,,,,,,4950,Short Term
"293-0253",5R : Rural Major Collector,"32.895987, -84.325746",2019,1160,Estimated,,,,,,,1470,Short Term
"293-0255",6U : Urban Minor Collector,"32.894869, -84.327157",2019,890,Estimated,,,,,,,1120,Short Term
"293-0257",6U : Urban Minor Collector,"32.896614, -84.336822",2019,1100,Estimated,,,,,0.1119,0.65,1480,Short Term
"293-0259",6U : Urban Minor Collector,"32.896300, -84.329400",2019,1080,Estimated,,,,,,,1360,CCS
"293-0275",3R : Rural Principal Arterial - Other,"32.886362, -84.324965",2019,5650,Actual,,,,,0.0902,0.59,7120,Short Term
"293-0279",6U : Urban Minor Collector,"32.880330, -84.340322",2019,310,Actual,19,1,1.929,0,0.1254,0.62,400,Short Term
"293-0281",6U : Urban Minor Collector,"32.884503, -84.337849",2019,1760,Estimated,46,,0.29,,0.1027,0.53,2250,Short Term
"293-0283",4U : Urban Minor Arterial,"32.889176, -84.314552",2019,1650,Estimated,,,,,,,2080,Short Term
"293-0287",4U : Urban Minor Arterial,"32.886864, -84.323620",2019,2780,Actual,,,,,0.0917,0.53,3500,Short Term
"293-0289",6U : Urban Minor Collector,"32.906824, -84.325249",2019,500,Estimated,,,,,,,630,Short Term
"293-0291",6U : Urban Minor Collector,"32.902297, -84.320541",2019,2640,Estimated,,,,,,,3840,Short Term
"293-0293",6U : Urban Minor Collector,"32.901406, -84.317422",2019,1880,Estimated,,,,,0.0928,0.51,2370,Short Term
"293-0294",6U : Urban Minor Collector,"32.899380, -84.316210",2019,1910,Estimated,,,,,0.1067,0.52,2400,Short Term
"293-0295",6U : Urban Minor Collector,"32.896589, -84.315575",2019,160,Estimated,,,,,,,200,Short Term
"293-0311",5R : Rural Major Collector,"32.802329, -84.355491",2019,410,Estimated,25,10,0.98,0.49,0.1299,0.57,510,Short Term
"293-0313",5R : Rural Major Collector,"32.829427, -84.330911",2019,690,Actual,,,,,0.0847,0.52,970,Short Term
"293-0315",4U : Urban Minor Arterial,"32.941904, -84.346298",2019,1290,Estimated,,,,,,,1620,Short Term
"293-0317",4U : Urban Minor Arterial,"32.926642, -84.335752",2019,3740,Actual,,,,,0.1011,0.57,5560,Short Term
"293-0319",6U : Urban Minor Collector,"32.862123, -84.338406",2019,310,Estimated,,,,,0.1379,0.57,380,Short Term
"293-0321",6U : Urban Minor Collector,"32.867932, -84.331317",2019,310,Estimated,,,,,,,390,Short Term
"293-0323",6U : Urban Minor Collector,"32.931082, -84.326702",2019,600,Actual,,,,,0.1338,0.55,760,Short Term
"293-0325",5R : Rural Major Collector,"32.820115, -84.200345",2019,130,Actual,9,3,0,0,0.1053,0.71,170,Short Term
"293-8001",7U : Urban Local,"32.937048, -84.347558",2019,410,Estimated,,,,,,,520,Short Term
"293-8005",7U : Urban Local,"32.927690, -84.338949",2019,10700,Estimated,,,,,,,13400,Short Term
"293-8007",6R : Rural Minor Collector,"32.914842, -84.409008",2019,380,Estimated,,,,,,,1080,Short Term
"293-8011",7U : Urban Local,"32.866865, -84.335186",2019,90,Estimated,,,,,,,120,Short Term
"293-8019",6R : Rural Minor Collector,"32.950503, -84.200628",2019,60,Actual,,,,,0.1302,0.63,70,Short Term
"293-8021",7U : Urban Local,"32.919393, -84.293901",2019,240,Estimated,,,,,,,300,Short Term
"293-8025",7U : Urban Local,"32.922648, -84.342767",2019,50,Estimated,,,,,,,70,Short Term
"293-8027",7U : Urban Local,"32.925045, -84.330263",2019,190,Estimated,,,,,,,290,Short Term
"293-8031",7U : Urban Local,"32.853111, -84.323023",2019,400,Estimated,,,,,,,530,Short Term
"293-8033",7R : Rural Local,"32.912886, -84.137226",2019,30,Estimated,,,,,,,60,Short Term
"293-8037",7U : Urban Local,"32.885759, -84.318731",2019,1000,Estimated,,,,,,,1260,Short Term
"293-8039",7U : Urban Local,"32.893001, -84.329975",2019,940,Estimated,24,2,0.434,,0.0922,0.64,1190,Short Term
"293-8045",7U : Urban Local,"32.899722, -84.314962",2019,80,Estimated,,,,,,,110,Short Term
"293-8047",7U : Urban Local,"32.892151, -84.340151",2019,290,Estimated,,,,,,,370,Short Term
"293-8050",7R : Rural Local,"32.978618, -84.403339",2019,110,Actual,4,0,0,0,0.1682,0.61,140,Short Term
"293-8051",7R : Rural Local,"32.952336, -84.378849",2019,320,Estimated,32,2,2.786,,0.1269,0.54,410,Short Term
"293-8052",7R : Rural Local,"32.969187, -84.380347",2019,460,Estimated,,,,,,,580,Short Term
"293-8053",7R : Rural Local,"32.981923, -84.477160",2019,240,Actual,15,2,0.847,0,0.1102,0.62,300,Short Term
"293-8054",7R : Rural Local,"32.970572, -84.494864",2019,200,Estimated,19,,0.99,,0.1634,0.76,360,Short Term
"293-8055",7R : Rural Local,"32.964770, -84.507835",2019,70,Estimated,,,,,,,120,Short Term
"293-8056",7R : Rural Local,"32.922588, -84.387655",2019,660,Actual,49,5,0.61,0,0.1265,0.57,1140,Short Term
"293-8057",7U : Urban Local,"32.918358, -84.359760",2019,320,Estimated,17,,0.323,,0.1355,0.57,520,Short Term
"293-8058",7R : Rural Local,"32.913843, -84.475897",2019,30,Actual,2,0,0,0,0.1613,0.6,40,Short Term
"293-8059",6R : Rural Minor Collector,"32.880378, -84.444455",2019,190,Estimated,20,3,0.535,,0.1497,0.54,240,Short Term
"293-8060",7R : Rural Local,"32.899526, -84.437936",2019,610,Estimated,,,,,,,770,Short Term
"293-8061",7U : Urban Local,"32.838176, -84.352669",2019,20,Actual,1,0,0,0,0.2,0.75,20,Short Term
"293-8062",7U : Urban Local,"32.835679, -84.283708",2019,50,Actual,12,11,0,4,0.2,0.7,60,Short Term
"293-8063",6R : Rural Minor Collector,"32.820563, -84.252766",2019,30,Actual,2,1,0,0,0.1786,0.6,40,Short Term
"293-8065",7U : Urban Local,"32.886369, -84.269212",2019,590,Estimated,,,,,0.1055,0.73,740,Short Term
"293-8066",6R : Rural Minor Collector,"32.903063, -84.223154",2019,210,Estimated,,,,,,,260,Short Term
"293-8067",7R : Rural Local,"32.890956, -84.191932",2019,50,Actual,1,0,0,0,0.1667,0.5,60,Short Term
"293-8068",7R : Rural Local,"32.939879, -84.161132",2019,180,Estimated,,,,,,,270,Short Term
"293-8069",7R : Rural Local,"32.934572, -84.209093",2019,190,Estimated,,,,,,,280,Short Term
"293-8070",7R : Rural Local,"32.981957, -84.159800",2019,320,Actual,26,3,0.952,0.317,0.1048,0.58,400,Short Term
"293-8071",7R : Rural Local,"32.972742, -84.168749",2019,30,Estimated,3,,1.035,3.448,0.172,0.6,40,Short Term
"293-8072",7R : Rural Local,"32.954590, -84.174449",2019,40,Estimated,,,,,,,50,Short Term
"293-8073",7R : Rural Local,"32.978593, -84.258517",2019,50,Actual,5,0,0,0,0.1346,0.57,70,Short Term
"293-8074",7R : Rural Local,"32.975071, -84.270337",2019,310,Estimated,6,,0.324,,0.1068,0.61,390,Short Term
"295-0001",3R : Rural Principal Arterial - Other,"34.612361, -85.279938",2019,6770,Actual,274,264,0.369,0.31,0.1237,0.72,8830,Short Term
"295-0005",3U : Urban Principal Arterial - Other,"34.670511, -85.273566",2019,5880,Estimated,253,195,0.426,0.252,0.0939,0.57,7980,Short Term
"295-0006",6U : Urban Minor Collector,"34.930175, -85.293053",2019,1020,Actual,,,,,0.1011,0.53,1290,Short Term
"295-0007",3U : Urban Principal Arterial - Other,"34.694364, -85.275323",2019,3160,Actual,126,49,0.38,0.158,0.1,0.6,3980,Short Term
"295-0009",3U : Urban Principal Arterial - Other,"34.698937, -85.282154",2019,4530,Estimated,175,47,0.198,0.154,0.0977,0.54,5700,Short Term
"295-0012",3U : Urban Principal Arterial - Other,"34.702746, -85.282388",2019,7190,Actual,219,36,0.223,0.028,0.0992,0.54,10400,Short Term
"295-0016",3U : Urban Principal Arterial - Other,"34.709499, -85.281278",2019,10300,Estimated,251,48,0.231,0.067,0.0965,0.51,13000,Short Term
"295-0018",3U : Urban Principal Arterial - Other,"34.715859, -85.279702",2019,13300,Actual,348,50,0.143,0.008,0.0886,0.53,17800,Short Term
"295-0021",3U : Urban Principal Arterial - Other,"34.742424, -85.271651",2019,18600,Estimated,684,313,0.23,0.048,0.082,0.52,27500,Short Term
"295-0023",3U : Urban Principal Arterial - Other,"34.754268, -85.265847",2019,15500,Actual,596,310,0.303,0.129,0.093,0.5,19700,Short Term
"295-0025",3U : Urban Principal Arterial - Other,"34.783541, -85.253051",2019,15100,Estimated,645,269,0.426,0.105,0.1036,0.57,19800,Short Term
"295-0029",3R : Rural Principal Arterial - Other,"34.852803, -85.252104",2019,16100,Actual,1189,362,0.614,0.118,0.108,0.66,20300,Short Term
"295-0032",3U : Urban Principal Arterial - Other,"34.872599, -85.267804",2019,14400,Estimated,570,158,0.399,0.063,0.1038,0.66,18200,Short Term
"295-0034",3U : Urban Principal Arterial - Other,"34.884516, -85.269123",2019,17000,Actual,808,315,0.294,0.135,0.11,0.61,21400,Short Term
"295-0035",3U : Urban Principal Arterial - Other,"34.945090, -85.276950",2019,15000,Actual,518,320,0.575,0.207,0.1191,0.69,18800,CCS
"295-0036",3U : Urban Principal Arterial - Other,"34.969650, -85.266780",2019,18400,Actual,,,,,0.1271,0.6,23200,CCS
"295-0038",3U : Urban Principal Arterial - Other,"34.973435, -85.270371",2019,19400,Actual,575,223,0.145,0.072,0.1036,0.68,24400,Short Term
"295-0041",3U : Urban Principal Arterial - Other,"34.977285, -85.274917",2019,17800,Estimated,685,177,0.3,0.057,0.1102,0.64,33500,Short Term
"295-0045",3U : Urban Principal Arterial - Other,"34.982683, -85.278529",2019,20700,Actual,823,401,0.27,0.15,0.1055,0.66,26100,Short Term
"295-0047",3U : Urban Principal Arterial - Other,"34.984373, -85.286776",2019,23700,Estimated,1019,346,0.264,0.132,0.0924,0.62,29800,Short Term
"295-0049",4U : Urban Minor Arterial,"34.980455, -85.288947",2019,12600,Estimated,358,35,0.176,0.016,0.0958,0.64,26100,Short Term
"295-0050",4U : Urban Minor Arterial,"34.950835, -85.314983",2019,9990,Estimated,408,52,0.242,,0.1065,0.52,12600,Short Term
"295-0051",4U : Urban Minor Arterial,"34.950773, -85.303239",2019,13300,Actual,477,137,0.353,0.053,0.1208,0.53,16800,Short Term
"295-0052",4U : Urban Minor Arterial,"34.974208, -85.292642",2019,9900,Actual,330,53,0.273,0.04,0.094,0.66,12500,Short Term
"295-0053",4U : Urban Minor Arterial,"34.949941, -85.294932",2019,14900,Estimated,559,75,0.25,,0.1074,0.53,18800,Short Term
"295-0054",4U : Urban Minor Arterial,"34.961099, -85.298502",2019,6880,Actual,,,,,0.1079,0.65,8670,Short Term
"295-0055",4U : Urban Minor Arterial,"34.949761, -85.297656",2019,5390,Estimated,181,7,0.355,,0.1217,0.75,6790,Short Term
"295-0058",6U : Urban Minor Collector,"34.947952, -85.289952",2019,2200,Actual,,,,,0.1106,0.56,4630,Short Term
"295-0059",4U : Urban Minor Arterial,"34.952163, -85.271440",2019,20200,Actual,557,147,0.184,0.079,0.103,0.58,25400,Short Term
"295-0060",3U : Urban Principal Arterial - Other,"34.956558, -85.265221",2019,27400,Actual,985,440,0.234,0.088,0.0985,0.61,34500,Short Term
"295-0061",4U : Urban Minor Arterial,"34.940246, -85.271190",2019,3230,Estimated,,,,,,,4070,Short Term
"295-0065",5R : Rural Major Collector,"34.763128, -85.198787",2019,1910,Estimated,,,,,0.108,0.67,2740,Short Term
"295-0069",5R : Rural Major Collector,"34.810686, -85.233248",2019,4370,Actual,224,71,0.435,0.137,0.1219,0.73,6070,Short Term
"295-0072",5R : Rural Major Collector,"34.797832, -85.429331",2019,1980,Estimated,70,54,0.303,0.152,0.1031,0.52,2490,Short Term
"295-0076",5R : Rural Major Collector,"34.802488, -85.364009",2019,2430,Actual,172,78,0.412,0.329,0.1099,0.57,3060,Short Term
"295-0078",5R : Rural Major Collector,"34.787440, -85.325198",2019,2470,Estimated,,,,,0.0922,0.57,3110,Short Term
"295-0081",5R : Rural Major Collector,"34.776580, -85.319596",2019,3320,Actual,106,90,0.301,0.421,0.1032,0.55,4190,Short Term
"295-0083",6U : Urban Minor Collector,"34.752021, -85.293511",2019,3460,Estimated,,,,,0.095,0.56,4360,Short Term
"295-0085",4U : Urban Minor Arterial,"34.745883, -85.284401",2019,3830,Actual,,,,,0.0946,0.51,4820,Short Term
"295-0089",4U : Urban Minor Arterial,"34.705027, -85.279995",2019,3620,Estimated,,,,,0.0948,0.56,4560,Short Term
"295-0092",4U : Urban Minor Arterial,"34.696402, -85.247804",2019,4920,Estimated,,,,,0.1019,0.59,6200,Short Term
"295-0096",4U : Urban Minor Arterial,"34.693408, -85.210230",2019,4390,Actual,,,,,0.105,0.58,6640,Short Term
"295-0098",4R : Rural Minor Arterial,"34.699530, -85.200654",2019,5550,Estimated,,,,,0.0973,0.54,9140,Short Term
"295-0101",4R : Rural Minor Arterial,"34.680790, -85.172782",2019,3750,Actual,329,216,0.693,0.16,0.1044,0.53,5230,Short Term
"295-0107",4R : Rural Minor Arterial,"34.670152, -85.087809",2019,2720,Estimated,,,,,0.0924,0.55,5190,Short Term
"295-0109",4R : Rural Minor Arterial,"34.662400, -85.059727",2019,2680,Actual,,,,,0.1064,0.52,3450,Short Term
"295-0112",4R : Rural Minor Arterial,"34.644616, -85.232241",2019,2390,Estimated,,,,,0.0903,0.52,4190,Short Term
"295-0116",4R : Rural Minor Arterial,"34.727768, -85.182593",2019,4520,Actual,309,323,0.487,0.243,0.0945,0.51,6730,Short Term
"295-0118",4R : Rural Minor Arterial,"34.747531, -85.164252",2019,3980,Estimated,278,302,0.518,0.181,0.0917,0.56,7020,Short Term
"295-0121",5R : Rural Major Collector,"34.605585, -85.466743",2019,120,Actual,,,,,0.1282,0.59,160,Short Term
"295-0123",5R : Rural Major Collector,"34.622645, -85.479259",2019,240,Actual,,,,,0.1189,0.58,310,Short Term
"295-0125",5R : Rural Major Collector,"34.745941, -85.456875",2019,730,Actual,,,,,0.1018,0.68,920,Short Term
"295-0127",5R : Rural Major Collector,"34.822238, -85.423688",2019,660,Actual,,,,,0.1011,0.57,870,Short Term
"295-0129",5R : Rural Major Collector,"34.885098, -85.406502",2019,1220,Estimated,,,,,0.0985,0.84,1540,Short Term
"295-0132",5R : Rural Major Collector,"34.909639, -85.394571",2019,570,Actual,,,,,0.1115,0.53,710,Short Term
"295-0134",5R : Rural Major Collector,"34.922791, -85.391988",2019,550,Actual,,,,,0.1206,0.61,740,Short Term
"295-0136",4U : Urban Minor Arterial,"34.975094, -85.367706",2019,3210,Actual,91,3,0.218,0,0.1069,0.57,5550,Short Term
"295-0138",4U : Urban Minor Arterial,"34.975488, -85.364550",2019,2600,Estimated,47,9,0.155,0.039,0.1102,0.56,3280,Short Term
"295-0141",4U : Urban Minor Arterial,"34.978814, -85.347522",2019,4690,Actual,130,15,0.192,0,0.1028,0.52,5910,Short Term
"295-0143",5R : Rural Major Collector,"34.835592, -85.447218",2019,520,Actual,,,,,0.1162,0.52,650,Short Term
"295-0145",4U : Urban Minor Arterial,"34.980498, -85.363362",2019,910,Actual,,,,,0.1145,0.56,1140,Short Term
"295-0147",4U : Urban Minor Arterial,"34.701618, -85.286414",2019,6610,Actual,211,42,0.318,0.015,0.1083,0.51,9410,Short Term
"295-0152",4U : Urban Minor Arterial,"34.702035, -85.291782",2019,3350,Estimated,,,,,0.1223,0.6,5070,Short Term
"295-0154",4U : Urban Minor Arterial,"34.702692, -85.298594",2019,3020,Actual,172,45,0.794,0.066,0.1664,0.5,4140,Short Term
"295-0156",4U : Urban Minor Arterial,"34.702381, -85.305760",2019,2380,Estimated,164,46,1.169,0.125,0.1762,0.56,3000,Short Term
"295-0158",4U : Urban Minor Arterial,"34.701083, -85.314430",2019,1930,Actual,144,33,0.673,0,0.1227,0.71,2760,Short Term
"295-0161",5R : Rural Major Collector,"34.714405, -85.328788",2019,1180,Actual,,,,,0.1074,0.62,1480,Short Term
"295-0163",5R : Rural Major Collector,"34.724995, -85.323346",2019,1210,Actual,76,43,0.248,0.414,0.1191,0.7,1520,Short Term
"295-0165",5R : Rural Major Collector,"34.769459, -85.401663",2019,580,Estimated,,,,,0.1,0.55,920,Short Term
"295-0167",5R : Rural Major Collector,"34.794295, -85.391257",2019,1560,Actual,69,30,0.192,0,0.0949,0.6,1970,Short Term
"295-0169",5R : Rural Major Collector,"34.813414, -85.389237",2019,2270,Actual,,,,,0.1066,0.75,3570,Short Term
"295-0172",4U : Urban Minor Arterial,"34.869433, -85.364689",2019,3170,Actual,,,,,0.1306,0.79,3990,Short Term
"295-0173",4U : Urban Minor Arterial,"34.914233, -85.353450",2019,5640,Actual,261,45,0.585,0.053,0.1316,0.81,7380,Short Term
"295-0174",4U : Urban Minor Arterial,"34.892228, -85.357039",2019,3730,Estimated,153,36,0.378,0.081,0.1247,0.81,4810,Short Term
"295-0175",4U : Urban Minor Arterial,"34.932188, -85.340820",2019,8250,Estimated,199,47,0.147,0.024,0.1151,0.72,16900,Short Term
"295-0176",6U : Urban Minor Collector,"34.953779, -85.341309",2019,1340,Estimated,27,6,0.018,0.004,0.1351,0.68,1690,Short Term
"295-0177",4U : Urban Minor Arterial,"34.943097, -85.336153",2019,8770,Actual,374,66,0.319,0.057,0.1084,0.72,11000,Short Term
"295-0179",4U : Urban Minor Arterial,"34.982032, -85.334196",2019,9010,Estimated,416,50,0.347,0.034,0.1227,0.71,12600,Short Term
"295-0181",5R : Rural Major Collector,"34.703520, -85.109625",2019,2480,Actual,,,,,0.1113,0.69,3500,Short Term
"295-0183",4U : Urban Minor Arterial,"34.978255, -85.268543",2019,5070,Estimated,,,,,0.1141,0.56,9110,Short Term
"295-0185",5R : Rural Major Collector,"34.599487, -85.356729",2019,930,Actual,,,,,0.143,0.79,1170,Short Term
"295-0187",4R : Rural Minor Arterial,"34.648625, -85.327929",2019,1040,Actual,44,16,0.384,0,0.1401,0.88,1310,Short Term
"295-0188",4U : Urban Minor Arterial,"34.672020, -85.309860",2019,1450,Estimated,,,,,0.0912,0.62,1830,Short Term
"295-0189",4U : Urban Minor Arterial,"34.692066, -85.295472",2019,5340,Estimated,,,,,,,6730,Short Term
"295-0192",4U : Urban Minor Arterial,"34.697936, -85.288636",2019,5720,Actual,,,,,0.1226,0.73,7200,Short Term
"295-0196",5R : Rural Major Collector,"34.778126, -85.347977",2019,860,Actual,,,,,0.0993,0.61,1090,Short Term
"295-0198",5R : Rural Major Collector,"34.799926, -85.327662",2019,980,Estimated,,,,,0.1092,0.79,1240,Short Term
"295-0201",4U : Urban Minor Arterial,"34.833439, -85.318765",2019,2350,Actual,93,25,0.298,0.043,0.1073,0.56,2960,Short Term
"295-0203",4U : Urban Minor Arterial,"34.860098, -85.303387",2019,3350,Estimated,150,13,0.451,0.06,0.1044,0.64,4220,Short Term
"295-0205",4U : Urban Minor Arterial,"34.863650, -85.298733",2019,4320,Actual,187,28,0.579,0.023,0.103,0.59,5440,Short Term
"295-0207",4U : Urban Minor Arterial,"34.867977, -85.294681",2019,5980,Estimated,271,27,0.337,0.034,0.1132,0.59,7540,Short Term
"295-0209",4U : Urban Minor Arterial,"34.874762, -85.291520",2019,3280,Actual,141,34,0.275,0.061,0.1087,0.66,4130,Short Term
"295-0212",4U : Urban Minor Arterial,"34.891148, -85.313902",2019,3560,Estimated,,,,,0.1391,0.5,4480,Short Term
"295-0214",4U : Urban Minor Arterial,"34.895867, -85.317430",2019,4690,Actual,,,,,0.1151,0.58,5910,Short Term
"295-0216",4U : Urban Minor Arterial,"34.903449, -85.321599",2019,3410,Estimated,96,3,0.355,,0.1158,0.54,4300,Short Term
"295-0221",4U : Urban Minor Arterial,"34.916287, -85.345443",2019,3510,Actual,124,29,0.512,0.057,0.1383,0.78,4430,Short Term
"295-0227",6U : Urban Minor Collector,"34.940772, -85.320585",2019,1870,Actual,,,,,0.1513,0.52,2570,Short Term
"295-0229",4U : Urban Minor Arterial,"34.956261, -85.309821",2019,5950,Estimated,293,13,0.712,,0.1532,0.63,14100,Short Term
"295-0232",4U : Urban Minor Arterial,"34.970178, -85.298677",2019,7150,Estimated,,,,,,,9010,Short Term
"295-0241",5R : Rural Major Collector,"34.608809, -85.317668",2019,320,Estimated,,,,,0.1132,0.64,480,Short Term
"295-0243",5R : Rural Major Collector,"34.639679, -85.295987",2019,380,Actual,,,,,0.1117,0.76,480,Short Term
"295-0245",5R : Rural Major Collector,"34.640271, -85.282351",2019,230,Estimated,,,,,,,300,Short Term
"295-0247",4U : Urban Minor Arterial,"34.939292, -85.372244",2019,990,Estimated,,,,,,,1320,Short Term
"295-0249",4U : Urban Minor Arterial,"34.977978, -85.357159",2019,1410,Actual,52,6,0.212,0,0.1161,0.57,1780,Short Term
"295-0252",4U : Urban Minor Arterial,"34.705333, -85.282506",2019,4730,Estimated,,,,,,,5960,Short Term
"295-0254",4U : Urban Minor Arterial,"34.705759, -85.286149",2019,2150,Estimated,,,,,,,2710,Short Term
"295-0256",6U : Urban Minor Collector,"34.707700, -85.287877",2019,2410,Estimated,,,,,,,3040,Short Term
